PET_KLASSE,NACHTBELAS,PET_MITTEL,T2M_MITTEL,SHAPE.AREA,SHAPE.LEN
maessige Belastung,hoch,34.08,19.26,28.665252,31.9671104398227
maessige Belastung,hoch,34.99,19.3,395.12751252,92.6863511010123
sehr starke Belastung,hoch,37.34,19.22,404.41365602,257.211274425481
starke Belastung,hoch,36.11,19.28,29.9424776,32.3880708958588
sehr starke Belastung,hoch,37.5,19.28,30.2160333,32.8885118344867
starke Belastung,hoch,36.45,19.27,37.019172,69.7865257557701
maessige Belastung,hoch,34.78,19.33,1309.01011378,346.237442292766
maessige Belastung,hoch,34.43,19.26,349.580422,85.5194180602397
sehr starke Belastung,hoch,38.98,19.26,132.51394696,68.4859736479555
sehr starke Belastung,hoch,39.54,19.29,75.60525386,63.0807019595617
sehr starke Belastung,hoch,39.18,19.27,152.8015455,57.0090993261661
starke Belastung,hoch,35.24,19.39,778.81080452,253.264137823738
starke Belastung,hoch,36.12,19.38,528.4939578,91.9559898968448
sehr starke Belastung,hoch,40.71,19.19,207.4572742,112.354800661607
sehr starke Belastung,hoch,40.46,19.4,259.8410816,187.024712816424
sehr starke Belastung,hoch,37.75,19.35,1320.23702692,555.126903345819
sehr starke Belastung,hoch,37.14,19.32,248.03042136,191.018110882984
sehr starke Belastung,hoch,38.33,19.04,176.13742474,161.325533830124
sehr starke Belastung,hoch,38.03,19.36,2451.49444034,529.142707822946
sehr starke Belastung,maessig,37.55,18.94,1274.40437056,251.317883564235
starke Belastung,maessig,36.26,18.75,172.92143028,170.33651348106
sehr starke Belastung,hoch,40.31,19.42,393.87446442,255.176818490877
sehr starke Belastung,hoch,39.39,19.43,350.9217569,180.76277851682
sehr starke Belastung,hoch,39.18,19.32,174.95004616,69.6543165647898
maessige Belastung,schwach,32.89,17.73,728.9242919,179.209652548451
starke Belastung,hoch,35.86,19.31,633.7982408,105.834062689403
maessige Belastung,hoch,33.14,19.26,655.24928668,153.38390927374
sehr starke Belastung,hoch,38.81,19.5,182.05455536,102.849998016666
sehr starke Belastung,hoch,37.04,19.32,315.1699045,157.533783314303
sehr starke Belastung,hoch,37.94,19.32,405.2012257,154.764433233701
starke Belastung,hoch,36.69,19.13,345.21944508,152.994054857942
starke Belastung,hoch,35,19.4,184.69299792,55.1393360782885
sehr starke Belastung,hoch,40.69,19.4,78.07279102,36.1708704294076
sehr starke Belastung,hoch,38.03,19.26,419.49687794,188.870822933912
sehr starke Belastung,hoch,37.46,19.24,95.3923702,41.125750231171
sehr starke Belastung,hoch,38.73,19.45,376.46040178,104.514699708771
sehr starke Belastung,hoch,38.14,19.36,724.88546926,255.549377395474
starke Belastung,hoch,36.79,19.52,2588.06218452,405.786304735068
maessige Belastung,hoch,33.15,19.25,100.84522872,57.0087397169224
sehr starke Belastung,hoch,39.2,19.28,242.0114852,71.1656294196002
starke Belastung,hoch,36.66,19.26,821.91362918,327.717539987778
sehr starke Belastung,hoch,40.84,19.25,316.88101714,84.8084009430082
sehr starke Belastung,hoch,39.34,19.34,1949.3810172,754.223381920432
sehr starke Belastung,hoch,37.6,19.23,321.14283532,88.0336813824742
sehr starke Belastung,hoch,38.95,19.25,153.54677592,123.824097839109
sehr starke Belastung,hoch,38.45,19.28,53.9041338,74.9251205529618
sehr starke Belastung,hoch,37.8,19.24,262.45591282,67.1024546880386
sehr starke Belastung,hoch,38.57,19.2,101.38371552,55.4816736530593
maessige Belastung,hoch,34.92,19.53,319.68875194,79.6934754976273
sehr starke Belastung,hoch,39.82,19.19,163.25326592,123.121130360458
sehr starke Belastung,hoch,37.12,19.52,74.2849609,72.4056355526488
starke Belastung,hoch,36.12,19.22,490.3903606,229.731456651117
starke Belastung,hoch,35.62,19.3,104.94849164,91.6786424350972
sehr starke Belastung,hoch,37.68,19.32,126.59466386,124.999549395859
sehr starke Belastung,hoch,40.69,19.39,125.82003186,120.738151584082
sehr starke Belastung,hoch,38.21,19.38,100.88771138,101.336584250193
sehr starke Belastung,hoch,40.16,19.37,120.98885052,134.238317231017
maessige Belastung,hoch,34.95,19.48,130.3288214,127.062689633276
sehr starke Belastung,hoch,38.58,19.43,139.76968068,145.482988759698
sehr starke Belastung,hoch,40.28,19.26,343.72226838,436.104296009833
starke Belastung,hoch,35.03,19.34,183.3645673,57.0826600091548
starke Belastung,hoch,36,19.13,818.3389699,464.547190760961
sehr starke Belastung,maessig,39.32,18.97,275.1404722,98.3277310138829
sehr starke Belastung,hoch,39.19,19.31,1165.06110212,178.730493703225
starke Belastung,maessig,35.86,18.15,29.3186558,25.3826178087889
sehr starke Belastung,hoch,40.78,19.08,85.7790357,37.0372169918946
sehr starke Belastung,hoch,40.33,19.03,74.15051722,61.5836466198009
sehr starke Belastung,hoch,39.44,19.16,214.6247056,163.870681626323
starke Belastung,hoch,36.45,19.18,2536.11937468,318.809786920248
sehr starke Belastung,hoch,39.57,19.08,3484.61628524,474.965927839319
sehr starke Belastung,maessig,38.7,18.78,49.40030618,56.4799869868412
sehr starke Belastung,maessig,40.24,18.95,36.9055262,36.7905267306541
sehr starke Belastung,hoch,40.13,19.18,337.76209526,234.577941882042
extreme Belastung,hoch,41.02,19.12,94.82181948,42.3866200749256
extreme Belastung,hoch,41.19,19.12,154.80202032,52.1051152073289
sehr starke Belastung,hoch,40.86,19.08,85.6416636,94.1795315627682
sehr starke Belastung,maessig,37.59,18.64,1871.43002216,261.590827923153
sehr starke Belastung,hoch,40.52,19.11,191.24528978,76.613260967076
maessige Belastung,hoch,31.22,19.82,64.92916626,42.9646043438263
starke Belastung,hoch,36.79,19.48,136.72253684,117.713797900432
starke Belastung,hoch,36.19,19.81,66.39579008,52.3507241968617
starke Belastung,hoch,36.92,19.3,94.55896198,77.5940624620338
maessige Belastung,hoch,31.02,19.45,679.85187496,251.329862937813
sehr starke Belastung,hoch,40.6,19.4,419.92260938,230.418136133158
sehr starke Belastung,hoch,37.73,19.45,2062.33284992,300.126365622478
sehr starke Belastung,hoch,38.15,19.55,356.51790392,78.3607263876972
starke Belastung,hoch,36.31,19.39,681.01343126,369.308187059809
maessige Belastung,hoch,32.02,19.43,196.30985796,132.785278245604
maessige Belastung,hoch,31.73,19.3,40.75897122,43.3614666814053
maessige Belastung,hoch,34.73,19.16,157.64288332,106.363163310443
maessige Belastung,hoch,32.79,19.45,88.55264034,37.9979139099874
sehr starke Belastung,hoch,38.56,19.17,590.97420902,202.455810259763
maessige Belastung,hoch,33.84,19.44,357.43271232,138.004288730231
starke Belastung,hoch,36.09,19.43,156.79409782,59.7753613515707
sehr starke Belastung,hoch,37.43,19.09,302.6510153,233.857450038917
maessige Belastung,hoch,34.32,19.05,97.1404225,62.5425925594095
starke Belastung,hoch,35.47,19.3,211.17631664,123.04971137304
starke Belastung,hoch,35.11,19.25,150.54209382,71.3081812011552
starke Belastung,hoch,35.99,19.08,2854.41306224,517.309933153198
sehr starke Belastung,hoch,37.5,19.06,755.7914225,231.280981994184
sehr starke Belastung,maessig,39.4,18.75,86.2084826,44.6928696507836
maessige Belastung,maessig,31.11,18.57,85.02860426,110.912125448316
sehr starke Belastung,hoch,38.37,19.31,90.80773242,38.3520298922156
maessige Belastung,maessig,30.62,18.63,53.69499376,42.6041798833191
sehr starke Belastung,hoch,37.32,19.07,417.16315522,200.755606881462
starke Belastung,hoch,36.33,19.36,73.4750158,38.1758649357289
starke Belastung,hoch,35.06,19.11,192.9915435,112.358893576101
maessige Belastung,hoch,34.13,19.01,84.4167697,58.718426652575
starke Belastung,maessig,35.72,18.36,304.95363026,99.4739061998333
starke Belastung,hoch,35.62,19.31,69.775958,34.8449316785891
sehr starke Belastung,maessig,39.63,18.94,60.2816435,32.5716799795047
starke Belastung,hoch,35.86,19.06,454.0594726,314.071138892257
starke Belastung,hoch,35.94,19.1,786.90763018,334.435136799517
sehr starke Belastung,maessig,37.3,18.92,118.55105904,53.797581381145
sehr starke Belastung,hoch,37.25,19.33,323.48133084,140.09046273752
starke Belastung,hoch,35.42,19.07,27.31091824,29.6746669474789
maessige Belastung,hoch,29.6,19.29,387.52472382,229.536187857615
sehr starke Belastung,maessig,37.63,18.99,260.81742072,121.71747634723
sehr starke Belastung,maessig,37.13,18.95,325.99495372,185.23457701948
sehr starke Belastung,maessig,39.12,18.9,197.75385824,205.469237247474
sehr starke Belastung,hoch,38.93,19.09,427.41945004,297.757049613976
sehr starke Belastung,maessig,39.57,18.94,25.2405546,23.2777147793188
sehr starke Belastung,maessig,38.55,18.9,48.0649264,32.1353603170937
starke Belastung,maessig,36.03,18.37,3503.17951774,410.809290463564
sehr starke Belastung,maessig,39.68,18.83,43.20342614,48.4342431093308
starke Belastung,maessig,36.32,18.7,163.33777082,206.465247499213
maessige Belastung,maessig,31.18,18.45,3967.10967696,563.079202332083
maessige Belastung,maessig,34.88,18.65,1206.67369514,476.50935640407
sehr starke Belastung,hoch,37.55,19.04,59.50349228,46.5576582266225
maessige Belastung,maessig,34.63,18.69,63.78715352,55.1788159137424
maessige Belastung,maessig,30.09,18.58,1594.64761856,916.093655786956
sehr starke Belastung,maessig,37.57,18.9,219.9758573,93.9928636790121
sehr starke Belastung,maessig,37.39,18.87,37.64090246,104.643307672596
sehr starke Belastung,maessig,39.53,18.86,92.8412102,153.547430795838
sehr starke Belastung,maessig,37.71,18.83,588.37673262,113.855101948094
starke Belastung,maessig,36.23,18.85,109.02269722,117.077996646894
sehr starke Belastung,maessig,38.15,18.7,73.85312192,49.4654031640898
sehr starke Belastung,maessig,40.25,18.87,187.52962714,60.0395958603057
sehr starke Belastung,maessig,39.27,18.8,30.8853192,33.4875292575153
starke Belastung,maessig,36.37,18.83,169.75598522,117.137536985588
starke Belastung,maessig,35.64,18.35,976.32103126,337.060802714978
sehr starke Belastung,maessig,39.47,18.82,125.3811162,60.0469121072121
sehr starke Belastung,maessig,40.07,18.79,253.77629726,254.979166520948
sehr starke Belastung,maessig,37.36,18.66,336.50074798,174.377837593506
sehr starke Belastung,maessig,39.27,18.84,302.93456976,212.78644098609
sehr starke Belastung,maessig,38.94,18.83,488.24834496,328.155420212341
sehr starke Belastung,maessig,38.65,18.75,507.65126692,184.860895051062
sehr starke Belastung,maessig,38.8,18.53,4315.96768552,1070.32933843301
sehr starke Belastung,hoch,37.48,19.31,50.77135742,52.7152586640688
extreme Belastung,hoch,41.31,19.42,665.27912194,168.29197064078
sehr starke Belastung,hoch,40.09,19.47,31.8147386,28.6979413230209
sehr starke Belastung,hoch,40.06,19.2,670.17463278,135.80773890835
starke Belastung,schwach,36.24,17.93,46.01176932,60.1170537172403
sehr starke Belastung,maessig,37.03,18.8,1693.17498244,298.625935326871
maessige Belastung,maessig,33.52,18.43,111.9581908,54.6717827638618
starke Belastung,maessig,35.7,18.34,124.64247554,160.39810293235
sehr starke Belastung,hoch,37.14,19.11,43.84909864,34.1305874228654
starke Belastung,hoch,36.42,19.54,149.92977972,73.4057893174079
starke Belastung,hoch,36.77,19.53,97.21677392,72.1897512613734
sehr starke Belastung,hoch,37.95,19.46,1865.54606938,328.069461846769
starke Belastung,maessig,35.36,18.25,5623.02204612,411.368589771204
sehr starke Belastung,maessig,40.86,18.57,51.48284304,50.4775783033395
sehr starke Belastung,hoch,37.98,19.4,270.57374472,114.767377814501
sehr starke Belastung,hoch,39.62,19.21,153.37772482,81.0414007531333
sehr starke Belastung,maessig,37.5,18.92,171.39168396,157.936972221735
maessige Belastung,maessig,33.85,18.97,42.8228572,49.0449198734113
schwache Belastung,maessig,28.7,18.59,235.48471084,171.987121807962
sehr starke Belastung,maessig,39.33,18.97,55.44620424,57.4872606849144
starke Belastung,maessig,35.77,18.26,122.24319462,53.6291801479422
sehr starke Belastung,maessig,40.71,18.65,60.07071912,40.0632085719535
maessige Belastung,maessig,32.69,18.68,159.16663336,94.4802878959078
starke Belastung,maessig,36.82,18.96,259.03302474,211.030949550161
sehr starke Belastung,maessig,37.53,18.94,1467.39112784,231.656790386552
starke Belastung,maessig,35.7,18.32,155.21655228,56.0149094878911
starke Belastung,maessig,36.94,18.25,106.2727948,54.5381119035756
starke Belastung,maessig,35.03,18.72,240.43432124,218.264799006616
sehr starke Belastung,maessig,38.66,18.87,139.82339552,51.1489992880023
maessige Belastung,maessig,30.38,18.36,26.5052898,20.6020047606844
sehr starke Belastung,maessig,37.57,18.34,1307.00970656,529.328128292467
keine Belastung,schwach,20.45,17.96,39.22805012,126.07036377149
starke Belastung,schwach,36.1,17.86,73.8740437,46.3899363767159
maessige Belastung,maessig,34.61,18.53,3185.51845796,423.303540569488
starke Belastung,maessig,36.37,18.22,997.55797452,155.735506464963
starke Belastung,maessig,36.5,18.33,649.394593,473.051098574589
starke Belastung,schwach,35.65,17.87,4560.14046606,485.37060363428
sehr starke Belastung,maessig,38.29,18.96,189.4586553,82.8401695518935
starke Belastung,maessig,36.32,18.17,53.86901518,61.709134053373
sehr starke Belastung,maessig,37.13,18,48.24887618,39.9730318106658
sehr starke Belastung,maessig,37.48,18.9,56.883953,36.8409503894021
sehr starke Belastung,maessig,37.7,18.49,84.43694748,48.6703281492956
sehr starke Belastung,schwach,37.65,17.99,152.12391692,61.3415299486897
keine Belastung,maessig,20.99,18.32,48.2389081,31.2699950487883
sehr starke Belastung,maessig,38.94,18.59,337.88213092,85.6023094577248
sehr starke Belastung,maessig,38.34,18.46,374.4663771,82.5302901905649
sehr starke Belastung,maessig,38.19,18.41,278.42157864,104.395563509973
starke Belastung,maessig,36.65,18.81,107.8095402,161.860838050366
maessige Belastung,maessig,33.97,18.69,696.17134138,215.584450073388
maessige Belastung,nicht vorhanden,31.97,17.46,93.4942905,133.623091481492
maessige Belastung,maessig,34.47,18.43,135.5567837,112.49438452799
maessige Belastung,maessig,32.33,18.58,66.10884726,47.3838013537136
maessige Belastung,maessig,34.17,18.43,466.0792104,173.820301281573
sehr starke Belastung,maessig,38.73,18.48,5989.44659342,1024.89387562689
sehr starke Belastung,maessig,38.17,18.39,1397.52226786,237.400257496006
starke Belastung,schwach,35.06,17.78,3974.7922423,502.216992365579
starke Belastung,maessig,35.8,18.03,1059.1494029,440.960267312891
maessige Belastung,maessig,30.52,18.39,34.30855496,38.749969552928
maessige Belastung,maessig,30.26,18.53,170.86786682,167.21236963127
schwache Belastung,schwach,26.31,17.99,1780.67129306,774.558925067034
schwache Belastung,maessig,28.19,18.64,1799.07002222,308.351260825014
schwache Belastung,maessig,26.77,18.41,2284.19951878,633.296505049217
schwache Belastung,schwach,24.71,17.79,105.69750258,134.563849770555
starke Belastung,maessig,35.92,18.22,1242.8523227,141.157655842351
schwache Belastung,schwach,27.97,17.76,733.0694325,488.991950772957
maessige Belastung,maessig,30.27,18.16,880.35723466,585.967793525692
maessige Belastung,schwach,33.47,17.9,176.4701816,75.556854642464
schwache Belastung,schwach,27.76,17.76,7187.1397078,2523.90223590704
starke Belastung,schwach,35.16,17.85,20403.0689775,918.276885792836
maessige Belastung,maessig,30.79,18.38,40.9129222,31.6474851952883
maessige Belastung,maessig,33.34,18.57,81.4349035,42.5675670325649
starke Belastung,maessig,35.6,18.89,347.21111206,284.566494225358
maessige Belastung,maessig,33.53,18.5,96.3760338,54.155955377512
maessige Belastung,maessig,32.75,18.47,74.46449476,39.2160992181955
maessige Belastung,maessig,34.28,18.69,91.87458322,51.6209278151969
maessige Belastung,maessig,33.01,18.45,189.47895136,175.483200160486
schwache Belastung,schwach,28.93,17.99,29.15556726,41.8960944644048
maessige Belastung,maessig,33.3,18.52,293.26936132,175.274140393293
starke Belastung,maessig,35.18,18.86,577.47997194,122.385091615976
maessige Belastung,maessig,33.26,18.6,247.43252538,127.553536703874
starke Belastung,schwach,35.37,17.87,25.37186402,28.953530113362
starke Belastung,maessig,35.19,18.92,340.68394874,233.835752688387
maessige Belastung,maessig,29.45,18.37,116.9784175,82.0393438910259
sehr starke Belastung,maessig,38.32,18.61,35.337126,24.4991377138544
schwache Belastung,schwach,28.08,17.98,865.0104391,412.828131033828
maessige Belastung,maessig,34.52,18.78,389.1737566,83.8193790058629
sehr starke Belastung,maessig,39.1,18.68,123.4475194,91.4324221030586
sehr starke Belastung,maessig,38.86,18.3,36.5946225,24.2117393368456
sehr starke Belastung,maessig,37.39,18.24,73.5264241,49.7579308614523
maessige Belastung,schwach,34.88,17.76,53.26831858,33.712754336942
sehr starke Belastung,maessig,40.44,18.39,65.7804379,50.1580069153299
starke Belastung,schwach,35.13,17.9,52.7328562,33.766021207034
maessige Belastung,schwach,34.98,17.85,82.4743382,45.0551941332643
starke Belastung,schwach,35.24,17.93,36.85033416,29.3572340308641
maessige Belastung,maessig,31.88,18.15,161.9345003,66.3377869217364
sehr starke Belastung,maessig,38.03,18.34,1069.49692548,291.068499517074
starke Belastung,schwach,35.03,17.72,2264.02199976,227.799105380494
sehr starke Belastung,maessig,39.45,18.33,275.12888188,118.72904260113
starke Belastung,schwach,35.15,17.95,60.265177,41.4342747747214
starke Belastung,maessig,35.4,18.25,165.7248166,96.9119817638074
starke Belastung,schwach,35.64,17.81,36.15522996,30.3187134512919
sehr starke Belastung,maessig,38.84,18.64,313.430166,77.612435172408
starke Belastung,nicht vorhanden,35.38,17.03,151.35966602,66.746131460907
starke Belastung,maessig,35.44,18.04,65.9561395,38.3311154414667
sehr starke Belastung,schwach,38.22,17.56,64.1900885,39.827022475813
sehr starke Belastung,nicht vorhanden,37.08,17.31,320.6749889,163.650575343976
starke Belastung,maessig,35.8,18.11,86.48463132,74.9236078830536
starke Belastung,maessig,35.23,18.51,313.7896834,120.710195781067
starke Belastung,schwach,35.17,17.93,137.5457979,61.5865915496307
starke Belastung,schwach,36.03,17.93,44.200212,39.8136908942782
maessige Belastung,nicht vorhanden,34.18,16.25,134.6180421,65.0876314761151
maessige Belastung,nicht vorhanden,33.39,16.76,219.75818426,91.1923876875707
sehr starke Belastung,maessig,37.63,18,345.8301706,278.732536481403
sehr starke Belastung,maessig,37.66,18.28,208.9578786,93.4616837258309
sehr starke Belastung,maessig,39.18,18.5,262.71983102,122.724629725899
starke Belastung,schwach,36.97,17.88,42.7240033,46.5206231571866
maessige Belastung,maessig,34.71,18.04,60.5875205,34.0745443520426
starke Belastung,schwach,36.28,17.69,333.4882675,85.5239072896026
maessige Belastung,nicht vorhanden,34.4,16.81,58.2974239,35.8967326474288
sehr starke Belastung,nicht vorhanden,38.24,16.93,41.496468,25.592045637884
sehr starke Belastung,maessig,39.92,18.44,417.950557,160.3203620172
sehr starke Belastung,maessig,38.09,18.31,313.44813952,312.839704579662
starke Belastung,nicht vorhanden,36.88,17.22,205.2894425,76.0409210466864
starke Belastung,schwach,35.19,17.78,85.81569158,42.1578284981941
starke Belastung,nicht vorhanden,35.27,16.77,51.78288372,32.7479475435872
sehr starke Belastung,schwach,37.84,17.96,45.62635144,35.2375989258203
sehr starke Belastung,maessig,38.95,18.22,327.22589582,147.617783279141
sehr starke Belastung,nicht vorhanden,38.22,15.33,69.74610162,122.382906944046
sehr starke Belastung,maessig,40.57,18.25,90.3413763,38.8582993581701
starke Belastung,nicht vorhanden,35.29,16.66,78.9213432,44.5180385143011
starke Belastung,schwach,36.53,17.75,58.8521898,34.4797939124225
starke Belastung,schwach,35.62,17.92,714.1119795,225.6270909063
starke Belastung,schwach,36.32,17.98,294.0574276,132.562748944134
maessige Belastung,nicht vorhanden,34.97,17.22,14601.42465006,964.814952057658
starke Belastung,schwach,35.25,17.74,8442.6251617,787.728090823895
sehr starke Belastung,maessig,37.84,18.29,555.79537968,470.303568642128
starke Belastung,maessig,36.28,18.05,105.1948146,80.4082525957062
starke Belastung,nicht vorhanden,35.62,17.45,1699.35562992,224.503932598617
sehr starke Belastung,nicht vorhanden,37.28,15.03,2377.20375248,464.29661431198
sehr starke Belastung,maessig,38.09,18.26,729.70823836,361.200337016161
maessige Belastung,maessig,34.56,18.02,171.92410634,83.8297348921044
sehr starke Belastung,maessig,37.08,18.44,238.68924244,198.072426152005
starke Belastung,maessig,35.08,18.05,2622.11321672,568.913978752888
starke Belastung,maessig,36.38,18.23,148.94938774,92.2972620424112
sehr starke Belastung,maessig,38.57,18.69,350.93645238,208.040021387037
sehr starke Belastung,maessig,39.14,18.54,80.500823,39.2602089212002
starke Belastung,maessig,36.26,18.26,110.2315654,52.4750928609602
starke Belastung,maessig,36.62,18.36,1823.15778312,405.945726302441
sehr starke Belastung,maessig,38.11,18.4,767.0296754,355.149763228715
sehr starke Belastung,maessig,38.67,18.65,418.9016564,145.923190586259
sehr starke Belastung,maessig,38.55,18.6,3807.04392304,1186.0313696209
sehr starke Belastung,maessig,38.9,18.68,1035.99478786,687.67907738792
sehr starke Belastung,maessig,40.34,18.9,779.23130568,704.71127589402
maessige Belastung,nicht vorhanden,34.26,13.74,290.0806538,67.802884187276
sehr starke Belastung,schwach,39.02,17.76,277.74853302,74.0963662275055
maessige Belastung,nicht vorhanden,33.61,13.95,1594.09081446,1236.9222641565
maessige Belastung,schwach,33.01,17.74,1412.3876178,364.509398540899
maessige Belastung,nicht vorhanden,34.71,16.41,95.80297008,171.614810989118
starke Belastung,nicht vorhanden,35.34,16.28,211.40309812,70.8051843697981
sehr starke Belastung,maessig,37.98,18.13,3059.49680096,382.487449603942
maessige Belastung,nicht vorhanden,34.51,17.39,6353.7330831,387.809064547891
maessige Belastung,nicht vorhanden,33.93,16.77,1973.60053678,1298.47603938591
maessige Belastung,nicht vorhanden,34.46,15.6,95.67610602,64.1999474382126
starke Belastung,nicht vorhanden,35.26,15.25,67.80141248,100.145679184952
starke Belastung,nicht vorhanden,35.09,16.92,8303.27618716,667.09214692959
starke Belastung,nicht vorhanden,36.49,17.38,1048.0847631,132.13476534695
sehr starke Belastung,schwach,38.5,17.5,3870.42197356,2294.31961517529
starke Belastung,nicht vorhanden,36.39,17.24,283.18346078,82.6408602516543
starke Belastung,schwach,35.64,17.56,75.33498744,101.234430642482
maessige Belastung,nicht vorhanden,33.69,16.78,40.56936096,58.4701462378657
starke Belastung,schwach,35.99,17.63,62.48228392,86.3225764771169
sehr starke Belastung,nicht vorhanden,38.46,17.03,329.82354534,269.46870211084
sehr starke Belastung,maessig,38.19,18.36,226.38772556,61.6151369143406
starke Belastung,maessig,36.88,18.03,37.1449202,24.7991572012719
sehr starke Belastung,maessig,39.59,18,74.0216015,36.9769181948085
sehr starke Belastung,schwach,37.46,17.74,1322.87633646,164.315994403899
extreme Belastung,maessig,41.76,18.08,63.7313798,49.8511006233179
starke Belastung,maessig,36.38,18.21,58.00462616,38.8797832000613
starke Belastung,maessig,36.31,18.25,70.8176874,41.0188492351328
extreme Belastung,maessig,41.47,18.68,109.0505131,41.9714352682668
starke Belastung,schwach,36.58,17.55,5142.89703736,430.181886997891
sehr starke Belastung,maessig,37.17,18.04,10855.71207954,614.69200476013
sehr starke Belastung,schwach,37.44,17.67,10612.0281592,952.939498735995
starke Belastung,nicht vorhanden,35.38,16.91,137.944062,74.2112105056328
starke Belastung,schwach,36.97,17.76,386.6947167,169.982278580081
starke Belastung,nicht vorhanden,35.11,17.41,62.3316797,35.0153987506813
maessige Belastung,nicht vorhanden,34.45,17.49,3426.22802566,2101.23887240682
starke Belastung,maessig,36.63,18.24,960.87124468,245.741817828143
starke Belastung,nicht vorhanden,35.35,16.91,6087.53406952,548.865126535336
sehr starke Belastung,nicht vorhanden,38.48,17.36,1326.17635456,286.407225918922
starke Belastung,nicht vorhanden,35.99,17.48,251.18794878,124.30393118434
sehr starke Belastung,maessig,40,18.68,44.3776242,27.7824670866185
sehr starke Belastung,schwach,38.62,17.84,170.5122101,65.4879603133141
starke Belastung,maessig,35.81,18.18,328.26021614,102.676035287549
sehr starke Belastung,maessig,37.08,18.02,447.67268948,269.872823677441
sehr starke Belastung,maessig,39.4,18.4,146.78205964,108.870787025639
starke Belastung,schwach,35.36,17.85,169.14498124,118.692955535661
starke Belastung,maessig,35.37,18.39,377.80421646,178.432700138508
starke Belastung,maessig,36.25,18.45,505.5563684,212.713052425893
sehr starke Belastung,hoch,38.15,19,184.47471324,88.101685040653
maessige Belastung,nicht vorhanden,33.36,16.41,29.7831158,21.9622260402258
sehr starke Belastung,maessig,37.82,18.31,194.88422082,89.2590041238697
maessige Belastung,maessig,31.51,18.58,1209.5227928,197.167785962606
maessige Belastung,schwach,34.51,17.88,195.1128744,61.3699022073819
maessige Belastung,maessig,34.09,18.22,1111.788449,186.217603834173
maessige Belastung,nicht vorhanden,33,17.44,1374.91008276,162.9249268705
maessige Belastung,nicht vorhanden,30.17,17.09,356.42119698,315.424758351536
starke Belastung,schwach,36.97,17.96,159.63821412,58.030659063605
maessige Belastung,schwach,34.53,17.73,43.3777163,27.6524124145672
starke Belastung,maessig,36.04,18.11,1013.4011272,391.467055075786
maessige Belastung,schwach,34.2,17.84,542.56911808,104.376240185715
maessige Belastung,maessig,34.13,18.05,976.6784222,142.576253638961
starke Belastung,maessig,36.18,18.18,2051.2624882,310.486843680303
starke Belastung,maessig,35.93,18.17,1870.91451068,301.036497951189
sehr starke Belastung,maessig,37.11,18.47,370.3523255,88.1422861960632
sehr starke Belastung,maessig,37.13,18.08,1279.24945484,511.049608991478
starke Belastung,maessig,35.24,18.09,33.9864847,23.3877221577626
sehr starke Belastung,maessig,39.34,18.86,2163.83131864,489.205999062061
starke Belastung,maessig,36,18.04,2540.82368944,876.838695678866
sehr starke Belastung,maessig,38.51,18.6,200.0174808,172.694874631897
maessige Belastung,maessig,33.71,18.13,55.2771349,42.5473378256849
maessige Belastung,maessig,34.91,18.22,327.80414422,136.53159240474
maessige Belastung,hoch,33.36,19.15,41.91265392,33.9574924708926
maessige Belastung,hoch,33.04,19.13,299.59452658,80.8206570219645
maessige Belastung,maessig,34.86,18.23,2098.59804268,207.151058053684
maessige Belastung,hoch,29.23,19.14,1193.50613794,214.93569080812
starke Belastung,maessig,35.16,18.79,26.54339274,110.804604836682
maessige Belastung,maessig,30.83,18.83,71.61397298,49.3981569530301
starke Belastung,maessig,36.39,18.14,83.0376457,48.1767339360889
sehr starke Belastung,maessig,38.45,18.39,195.5497079,63.7536254548975
sehr starke Belastung,maessig,39.31,18.55,352.11023326,134.925922443274
starke Belastung,maessig,35.93,18.37,57.8687286,36.5174797702414
sehr starke Belastung,maessig,37.17,18.73,55.7945565,31.1265468768741
sehr starke Belastung,maessig,38.36,18.53,900.3393589,291.461988700975
starke Belastung,maessig,36.31,18.47,1669.69739034,363.026810502694
sehr starke Belastung,maessig,39,18.89,265.3678207,149.660181334328
sehr starke Belastung,maessig,37.11,18.79,282.343006,92.4959520296704
starke Belastung,maessig,36.15,18.93,5098.11638472,571.433132005113
sehr starke Belastung,maessig,38.97,18.83,232.67255676,122.231881158881
starke Belastung,maessig,35.89,18.92,1041.77555278,169.566565477005
maessige Belastung,maessig,33.2,18.81,109.4792883,44.6446485621801
sehr starke Belastung,maessig,37.93,18.84,1182.05211384,780.984002351873
sehr starke Belastung,hoch,38.74,19.08,653.18895618,192.572419583402
schwache Belastung,maessig,27.73,18,2403.14465556,980.359576470995
sehr starke Belastung,maessig,37.1,18.94,1867.15731882,250.507565428252
maessige Belastung,hoch,30.48,19.2,130.1618488,78.8183087176204
sehr starke Belastung,schwach,38.65,17.85,38.2094675,38.1399095450034
maessige Belastung,nicht vorhanden,34.57,17.39,90.4999163,69.5813029503666
starke Belastung,schwach,36.24,17.77,2908.72405692,427.715119897849
starke Belastung,schwach,35.84,17.86,74.583691,38.6375748653005
starke Belastung,schwach,36.06,17.93,702.42743132,104.928080144763
maessige Belastung,schwach,33.25,17.7,1137.25833944,927.949757304123
maessige Belastung,maessig,34.62,18.61,771.3711968,117.084722008914
maessige Belastung,maessig,29.83,18.25,785.64196044,176.061589684605
maessige Belastung,nicht vorhanden,29.25,17.12,395.2388075,79.5272744964602
